东吴证券股份有限公司昆山前进中路证券营业部,48
光大证券股份有限公司海口国贸大道证券营业部,48
英大证券有限责任公司深圳园岭三街证券营业部,48
华泰证券股份有限公司苏州何山路证券营业部,48
中原证券股份有限公司北京酒仙桥路证券营业部,48
浙商证券股份有限公司临安万马路证券营业部,47
联讯证券股份有限公司沈阳大西路证券营业部,47
浙商证券股份有限公司绍兴分公司,47
宏信证券有限责任公司泸州江阳中路证券营业部,47
安信证券股份有限公司广州猎德大道证券营业部,47
国泰君安证券股份有限公司宜昌珍珠路证券营业部,47
海通证券股份有限公司嵊州西前街证券营业部,47
招商证券股份有限公司北京车公庄西路证券营业部,47
华泰证券股份有限公司广州环市东路证券营业部,47
中国中投证券有限责任公司鞍山南胜利路证券营业部,47
中信证券股份有限公司深圳深南中路中信大厦证券营业部,47
中泰证券股份有限公司深圳分公司,47
华鑫证券有限责任公司上海松江证券营业部,47
财通证券股份有限公司常熟枫林路证券营业部,47
国信证券股份有限公司深圳振华路证券营业部,47
第一创业证券股份有限公司上海长清路证券营业部,47
东海证券股份有限公司洛阳周山路证券营业部,47
中信证券股份有限公司常州环府路证券营业部,47
宏信证券有限责任公司成都锦城大道证券营业部,46
国金证券股份有限公司成都青白江青江东路证券营业部,46
申万宏源证券有限公司北京劲松九区证券营业部,46
安信证券股份有限公司福州儒江东路证券营业部,46
海通证券股份有限公司北京阜外大街证券营业部,46
中信建投证券股份有限公司上海华灵路证券营业部,46
湘财证券股份有限公司上海张杨路证券营业部,46
东吴证券股份有限公司张家港杨舍证券营业部,46
中信建投证券股份有限公司南京龙园西路证券营业部,46
广发证券股份有限公司上海民生路证券营业部,46
中国银河证券股份有限公司上海长宁区镇宁路证券营业部,46
第一创业证券股份有限公司北京新街口北大街证券营业部,46
国泰君安证券股份有限公司杭州庆春路证券营业部,46
江海证券有限公司上海万航渡路证券营业部,46
海通证券股份有限公司深圳分公司红岭南路证券营业部,45
广发证券股份有限公司普宁流沙证券营业部,45
中国银河证券股份有限公司北京阜成路证券营业部,45
东吴证券股份有限公司吴江盛泽镇西环路证券营业部,45
华鑫证券有限责任公司上海茅台路证券营业部,45
华泰证券股份有限公司深圳龙岗黄阁北路证券营业部,45
国泰君安证券股份有限公司深圳海岸城海德三道证券营业部,45
中信建投证券股份有限公司广州云城南三路证券营业部,45
上海证券有限责任公司乐清旭阳路证券营业部,45
五矿证券有限公司深圳金田路证券营业部,45
国泰君安证券股份有限公司深圳益田路证券营业部,45
华泰证券股份有限公司无锡梁清路证券营业部,45
华福证券有限责任公司广州广州大道中证券营业部,45
申万宏源证券有限公司长沙蔡锷中路证券营业部,44
兴业证券股份有限公司上海金陵东路证券营业部,44
中信建投证券股份有限公司北京三里河路证券营业部,44
国信证券股份有限公司厦门湖滨北路营业部,44
中信证券股份有限公司北京紫竹院路证券营业部,44
中信证券（山东）有限责任公司青岛标山路证券营业部,44
光大证券股份有限公司江门发展大道证券营业部,44
宏信证券有限责任公司上海崂山东路证券营业部,44
华泰证券股份有限公司泰州分公司,43
安信证券股份有限公司上海樱花路证券营业部,43
湘财证券股份有限公司长沙韶山路证券营业部,43
东海证券股份有限公司长沙韶山北路证券营业部,43
联储证券有限责任公司厦门东港北路证券营业部,43
民生证券股份有限公司河南分公司,43
方正证券股份有限公司厦门分公司,43
华创证券有限责任公司贵阳中华北路证券营业部,43
长江证券股份有限公司昆明白龙路证券营业部,43
华泰证券股份有限公司南通人民中路证券营业部,43
中国银河证券股份有限公司深圳景田证券营业部,43
华泰证券股份有限公司扬州文昌中路证券营业部,43
国泰君安证券股份有限公司江西分公司,43
华泰证券股份有限公司南京汉中门大街证券营业部,42
国信证券股份有限公司北京朝阳北路证券营业部,42
中信建投证券股份有限公司福清田乾路证券营业部,42
华泰证券股份有限公司深圳益田路荣超商务中心第二证券营业部,42
国泰君安证券股份有限公司广州人民中路证券营业部,42
华泰证券股份有限公司上海长宁区仙霞路证券营业部,42
中国中投证券有限责任公司北京北三环东路证券营业部,42
广发证券股份有限公司郑州农业路营业部,42
